,weight_salary,weight_wealth,weight_sibling,weight_complexion,weight_height,weight_bmi,_pset_hash,_pset_id,_run_seq,_pset_seq,_run_id,_calc_dir,_time_utc,_exec_host,topsis_score,topsis_rank,_pset_runtime
1468,1,1,1,2,1,2,dafc67ac4148924bc9ec50ccc7fd2457022b0410,19947269-e8a8-47d3-bf98-789953d71be4,2,1468,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.783946037,krishna-ThinkPad-P14s-Gen-2a,0.7893957483791526,1,0.002324819564819336
1469,1,1,1,2,1,3,af8d56f86cb0090f574b42371add1715c2f9e033,b9e5afe8-3feb-48c0-ad49-ce953006d8c2,2,1469,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.786282778,krishna-ThinkPad-P14s-Gen-2a,0.8308165200712082,1,0.002315998077392578
1470,1,1,1,2,2,1,d19d02c921a603bcc98e279ed7267fc77473e798,1c316082-bd88-4167-9699-cdf2ab4549a5,2,1470,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.788611412,krishna-ThinkPad-P14s-Gen-2a,0.7251065297458267,1,0.0023660659790039062
1471,1,1,1,2,2,2,0b6eedbff4c92f5de2ceecbd936e68a88d75aa15,9fed1fd8-efb7-4b7d-8242-3861992da2f4,2,1471,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.790989637,krishna-ThinkPad-P14s-Gen-2a,0.789083905913641,1,0.0022895336151123047
1472,1,1,1,2,2,3,1add3c646cf8dacf3f17ccb2879bb704935f49c0,6f9da491-ada6-47ae-b13b-422fee3a2a56,2,1472,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.793291569,krishna-ThinkPad-P14s-Gen-2a,0.8305668237900444,1,0.002282857894897461
1473,1,1,1,2,3,1,4fd4e85b481745ab65f6dd823c11a675f32d6f50,bbb03085-e31c-4110-9279-1c9240476d29,2,1473,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.795586824,krishna-ThinkPad-P14s-Gen-2a,0.724514290884665,1,0.0022950172424316406
1474,1,1,1,2,3,2,edb682ef6855f2408ab1eed11d4ea3ff49bafbc5,709db798-157a-4172-b774-a4f59c1c317a,2,1474,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.797894001,krishna-ThinkPad-P14s-Gen-2a,0.7885665194871871,1,0.002278566360473633
1475,1,1,1,2,3,3,359c9eac4923c8d269dca499b81b1f8d5bb00356,69ac9bab-ab19-4f80-8e46-6da8f21b2efa,2,1475,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.800184250,krishna-ThinkPad-P14s-Gen-2a,0.8301521942267747,1,0.002304553985595703
1476,1,1,1,3,1,1,a55b6c7791bac135079a7d0ed555802f8b460f58,6f9a4172-4e70-473d-bbc4-d5dda87f8af5,2,1476,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.802501202,krishna-ThinkPad-P14s-Gen-2a,0.6830759252298458,1,0.0022780895233154297
1477,1,1,1,3,1,2,850cbf502e4bfbceeee2fecf010f5bc53ef26dce,cbb64939-f88e-417c-91ca-ae24c58924d0,2,1477,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.804791451,krishna-ThinkPad-P14s-Gen-2a,0.7514626984395119,1,0.0022923946380615234
1478,1,1,1,3,1,3,c152138a64f00725d69b1a8a729c337eba2e8434,bb8b2cb9-edec-44bf-aaa2-5c1035aff74f,2,1478,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.807095766,krishna-ThinkPad-P14s-Gen-2a,0.7996604680344596,1,0.0022814273834228516
1479,1,1,1,3,2,1,f48eaa58f70c8987077b7cdc95b54ad153ef8eb8,4678250d-4d92-422e-9298-34b6827f80ae,2,1479,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.809389353,krishna-ThinkPad-P14s-Gen-2a,0.6828654380098688,1,0.002298116683959961
1480,1,1,1,3,2,2,5f48c539d783a4d6b155607823a4c23809edaa81,08349421-459b-4952-902e-2e426bbf0c74,2,1480,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.811699152,krishna-ThinkPad-P14s-Gen-2a,0.7512556306676942,1,0.0023012161254882812
1481,1,1,1,3,2,3,c9cd9eed9995e7b969bc2ceb8227251b98fed31e,bae33363-07ae-4dd0-990b-f1bb651cf716,2,1481,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.814012766,krishna-ThinkPad-P14s-Gen-2a,0.7994817819492693,1,0.0022830963134765625
1482,1,1,1,3,3,1,8bff560a53c9024488a3aa91891eadb7765d1772,a48ef3fa-747a-47b8-94d1-710756fc2e41,2,1482,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.816308022,krishna-ThinkPad-P14s-Gen-2a,0.6825160458499654,1,0.002313375473022461
1483,1,1,1,3,3,2,dc6bcc3db69c4002b647b1bb2934022caf4eba10,9bd740ea-e777-4c13-9334-4ff6da050b8a,2,1483,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.818633556,krishna-ThinkPad-P14s-Gen-2a,0.7509116062074777,1,0.002274751663208008
1484,1,1,1,3,3,3,5f72a98185da6d94ea99bacb7a384e3903839527,2a7b1d5b-f66b-44a1-a6c8-d944a9486e35,2,1484,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.820920229,krishna-ThinkPad-P14s-Gen-2a,0.7991847428752982,1,0.0023088455200195312
1485,1,1,2,1,1,1,14e9b839d51ca778acc77ba066c0096a87b01a3e,83618af9-3d17-4660-b4a8-6ca7f3fc682d,2,1485,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.823241234,krishna-ThinkPad-P14s-Gen-2a,0.8149666993802152,1,0.002314329147338867
1486,1,1,2,1,1,2,e6bc5f858e0e03948dba3973500d457914938bbb,3ecf0d73-e60b-44dc-a740-a34acc5b4d41,2,1486,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.825567484,krishna-ThinkPad-P14s-Gen-2a,0.8440727275241272,1,0.002298116683959961
1487,1,1,2,1,1,3,3aa480bdfcbaee391b0d81d2d01317dca1f9d4d4,28c1c481-6515-4872-8efb-fd221cb9e87e,2,1487,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.827878475,krishna-ThinkPad-P14s-Gen-2a,0.8666482964786708,1,0.002288341522216797
1488,1,1,2,1,2,1,1b8c2f1578d76d3c7647e0258ea2be046bfd813f,ed375a67-07b5-4d87-bfbc-da39b1c9a12d,2,1488,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.830178738,krishna-ThinkPad-P14s-Gen-2a,0.8144648515618801,1,0.0022716522216796875
1489,1,1,2,1,2,2,0da946305117a41231126e80533bcfd8e81ee6db,9977a0de-6dfb-4efc-840f-7bf433d58d93,2,1489,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.832463026,krishna-ThinkPad-P14s-Gen-2a,0.8436663002541975,1,0.0023157596588134766
1490,1,1,2,1,2,3,4b910d8dcf60549efb1dc233aeee87c94d767f4e,225e52f5-f5ec-4a82-bcdb-8070baa508b8,2,1490,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.834790945,krishna-ThinkPad-P14s-Gen-2a,0.8663353079508584,1,0.002278566360473633
1491,1,1,2,1,3,1,06be591817f31d4c94a7f726e926b613fe7fd7cd,695f9a94-b88b-43db-8a9c-015b594dd4f5,2,1491,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.837081671,krishna-ThinkPad-P14s-Gen-2a,0.8136345094833672,1,0.0022950172424316406
1492,1,1,2,1,3,2,49a5ed165b14811a7f6ceb5c64b8a56d0e007bba,19559220-2cae-414a-9256-c0dbe41ec464,2,1492,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.839388609,krishna-ThinkPad-P14s-Gen-2a,0.8429930523680088,1,0.002714395523071289
1493,1,1,2,1,3,3,7ed009d18610f8e98a753ef1cb1938415ce92ebc,a1a83c98-e1bd-4648-a3a8-2698d87ae336,2,1493,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.842116594,krishna-ThinkPad-P14s-Gen-2a,0.8658162617713685,1,0.002508878707885742
1494,1,1,2,2,1,1,0fdd145a3c5a1652c2bfd352463dff0b440f7b80,68e799a0-40b3-4123-9d32-08a3cd7160f3,2,1494,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.844643593,krishna-ThinkPad-P14s-Gen-2a,0.7782748394396519,1,0.0025396347045898438
1495,1,1,2,2,1,2,88dc296d2a4d8305770dc61bd54cf1807bcc301a,533f6d2b-36b2-4e6d-b65c-b47763cc971c,2,1495,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.847199202,krishna-ThinkPad-P14s-Gen-2a,0.81366255788631,1,0.002480745315551758
1496,1,1,2,2,1,3,f924e8c4acf03da8aa6c92b42c9b6f083cdabae1,93e5c7a6-1d88-45e3-8254-ff269de134a8,2,1496,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.849697590,krishna-ThinkPad-P14s-Gen-2a,0.8426472678546498,1,0.002450704574584961
1497,1,1,2,2,2,1,083249bc9ceda289454ffb1247ae20093d1f7945,a7ea3e0f-b8f4-4084-aba3-ced03599996a,2,1497,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.852173328,krishna-ThinkPad-P14s-Gen-2a,0.7779353579327851,1,0.0026290416717529297
1498,1,1,2,2,2,2,1788702b9eab4df74ebd58587f3a8cfbd77ecf92,e7e02737-8f92-4418-b1e5-73139aa4512c,2,1498,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.854826927,krishna-ThinkPad-P14s-Gen-2a,0.8133707238182276,1,0.002431154251098633
1499,1,1,2,2,2,3,50d82f7a7d7445fe8ce13134675648773d0054ac,938ae1ec-b32b-4438-ba4e-c86abaed0146,2,1499,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.857276917,krishna-ThinkPad-P14s-Gen-2a,0.8424096399444915,1,0.0023703575134277344
1500,1,1,2,2,3,1,f018fc69fa5303c63cb921ebfe329735ef0ad013,06247684-8a6a-40dc-8f0c-f3c7830054c5,2,1500,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.859662056,krishna-ThinkPad-P14s-Gen-2a,0.7773723632603867,1,0.0024178028106689453
1501,1,1,2,2,3,2,22ab3112eb5766994835f8c0474ff15d497a27ea,35d8d763-f046-455b-8f9c-c58429d83768,2,1501,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.862094164,krishna-ThinkPad-P14s-Gen-2a,0.8128863923484596,1,0.0023102760314941406
1502,1,1,2,2,3,3,1a49ff19851c0581c80ac1a7e726c9d0556d6b39,dd98e626-5b6e-487f-bd3d-3b21b7cf9734,2,1502,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.864417315,krishna-ThinkPad-P14s-Gen-2a,0.8420150061547269,1,0.002387523651123047
1503,1,1,2,3,1,1,88ea2f83776685713ee9bd643ec09812d7f523d8,bc3ba192-3bb1-4256-b7c5-880b8b52fc4f,2,1503,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.866817236,krishna-ThinkPad-P14s-Gen-2a,0.7375547795957558,1,0.002312898635864258
1504,1,1,2,3,1,2,a4904da08d4474595afa2887dea9ec32a2d6cf8a,e0fef322-fbcb-4505-a5f2-b9d26458679b,2,1504,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.869159460,krishna-ThinkPad-P14s-Gen-2a,0.7779371821153503,1,0.0024137496948242188
1505,1,1,2,3,1,3,efe3b135bd6f0e6550945fb711c1cc68cab0c0ff,0eea82d3-b55b-4181-8319-c71f6cb33ca1,2,1505,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.871586323,krishna-ThinkPad-P14s-Gen-2a,0.8129108733657625,1,0.0023615360260009766
1506,1,1,2,3,2,1,bf8747b19377ef710487de5cbbdb5a0d3011d98a,9fbbaaa9-85f1-4e4e-b3f5-b16f1fca1fc8,2,1506,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.873960495,krishna-ThinkPad-P14s-Gen-2a,0.7373374981647003,1,0.0023479461669921875
1507,1,1,2,3,2,2,9b0d766f7bc545d71be5b43d6a11c3c0221a7053,4009762b-e5ee-4031-a794-6a2811a7ec7c,2,1507,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.876321316,krishna-ThinkPad-P14s-Gen-2a,0.7777377846117308,1,0.0023543834686279297
1508,1,1,2,3,2,3,3c836fb2240a5b3a11fb2dcb583b66b5a2e991a6,90b537cf-bfbd-4a54-ba5d-9899b4bdd392,2,1508,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.878688574,krishna-ThinkPad-P14s-Gen-2a,0.81273894953758,1,0.0023124217987060547
1509,1,1,2,3,3,1,fc9243387a39185f034c6d28e552dbb926b99c85,8dd222d6-5d16-4468-9b19-a0ecf5659198,2,1509,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.881013870,krishna-ThinkPad-P14s-Gen-2a,0.7369765988982737,1,0.0025250911712646484
1510,1,1,2,3,3,2,425b2c4cbefd1a95e65b2974dc81656a185e01c6,1860313f-5909-44b0-a7bb-2a90ee3e46d9,2,1510,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.883552074,krishna-ThinkPad-P14s-Gen-2a,0.7774064264228914,1,0.002382040023803711
1511,1,1,2,3,3,3,bbb3529d71fa46af1be23f09a182ca9fa4eb0b4b,b8457467-c584-4942-8105-1afee9f3b594,2,1511,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.885947466,krishna-ThinkPad-P14s-Gen-2a,0.8124531254306868,1,0.0023055076599121094
1512,1,1,3,1,1,1,482d71851ce682c4ad5013ed25cb01132eda2fa9,559c3d24-f0f2-4995-bcad-bf23d61812d9,2,1512,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.888266325,krishna-ThinkPad-P14s-Gen-2a,0.8533458145426809,1,0.002329111099243164
1513,1,1,3,1,1,2,5d17382fd22bf03ac9c1e5002d9c91678fe1ce10,5174709f-5114-4835-b4ba-bbe838a3ddad,2,1513,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.890607595,krishna-ThinkPad-P14s-Gen-2a,0.866877632263914,1,0.00235748291015625
1514,1,1,3,1,1,3,4feaa0cd563677d8313b068baeef5949c740f9a9,def622e6-cc1d-4e95-a11e-ccf106a2e0ca,2,1514,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.892977953,krishna-ThinkPad-P14s-Gen-2a,0.879790762508287,1,0.0022864341735839844
1515,1,1,3,1,2,1,dbcd6a569a737dd091c9efa1c8ff97243678a3ca,bf647626-809d-40ba-8355-b17d01ec3aa2,2,1515,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.895277023,krishna-ThinkPad-P14s-Gen-2a,0.8529168009736663,1,0.0023193359375
1516,1,1,3,1,2,2,935f0df225c34903b90e2dca076f8ec07d933ee3,9fbef4d4-e31b-4ff8-9915-29d247b3c5d2,2,1516,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.897608995,krishna-ThinkPad-P14s-Gen-2a,0.8665162548602792,1,0.0023009777069091797
1517,1,1,3,1,2,3,e36e77d86dbbe0df1b1762da9f17f6795c864246,c49f58ac-aa87-4100-b17f-76dee72e97f2,2,1517,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.899922371,krishna-ThinkPad-P14s-Gen-2a,0.879502453392242,1,0.0023245811462402344
1518,1,1,3,1,3,1,1bce71d1812ae5890d67ded74846e8c125947305,99822c7c-b475-482d-bf22-9406ec5e6b44,2,1518,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.902258873,krishna-ThinkPad-P14s-Gen-2a,0.8522064730917469,1,0.0022830963134765625
1519,1,1,3,1,3,2,f901be92152d022bc58817055e9c3e9f790b4d3d,bc338d3e-bbb4-4c19-9077-afa4036f5581,2,1519,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.904554129,krishna-ThinkPad-P14s-Gen-2a,0.8659174261375103,1,0.002310514450073242
1520,1,1,3,1,3,3,f2cef2724e82d9f57ba760a869a1356d6c5a896d,fed2cbc8-6bb4-4182-883f-f8d1645886af,2,1520,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.906877041,krishna-ThinkPad-P14s-Gen-2a,0.8790242580531679,1,0.0022897720336914062
1521,1,1,3,2,1,1,5ae230db4971186802fafd3430df8e1aa025505f,0d6c66c1-f8f0-4a8f-a7ee-c6b5fb80f314,2,1521,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.909179211,krishna-ThinkPad-P14s-Gen-2a,0.8216263404323163,1,0.002309083938598633
1522,1,1,3,2,1,2,dc0b8fe6530ac9d84ccdcd27ac9e5cffbc613919,44d62c65-c0d0-47a0-8ced-9fbebeffa48a,2,1522,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.911501169,krishna-ThinkPad-P14s-Gen-2a,0.839677152771079,1,0.0023059844970703125
1523,1,1,3,2,1,3,50b2e216d15d4f1fffd8943fec7fd0e846a722a3,73ab7463-77ca-44e5-84bf-2393e51b96f8,2,1523,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.913819551,krishna-ThinkPad-P14s-Gen-2a,0.85761877683434,1,0.0022830963134765625
1524,1,1,3,2,2,1,fd0634d2b7e7e0a441c83505243f1fef88b45f41,534179aa-c233-43f0-b9c1-7dd912f21279,2,1524,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.916115284,krishna-ThinkPad-P14s-Gen-2a,0.8213241176477426,1,0.0023603439331054688
1525,1,1,3,2,2,2,75f67be494c4e56892d70b15c6b4ead3cdae7ae4,0689e470-bae7-4d10-a6d2-270ab8f204d9,2,1525,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.918487549,krishna-ThinkPad-P14s-Gen-2a,0.8394123889395031,1,0.002287149429321289
1526,1,1,3,2,2,3,c684bea3142fad63e7cd20952745b441db039c04,c05ad488-1b30-4944-b590-f42e9e95f0b1,2,1526,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.920787096,krishna-ThinkPad-P14s-Gen-2a,0.8573978093528964,1,0.002282857894897461
1527,1,1,3,2,3,1,6c2203a40ae05614604fb43862a92f5acfae449c,75b73229-6614-4bdf-b972-4c1f6dfb6b0b,2,1527,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.923081875,krishna-ThinkPad-P14s-Gen-2a,0.8208226321286618,1,0.0022912025451660156
1528,1,1,3,2,3,2,e09e08e157c8bbe40bf75c324ea09dfc4a6c4b5c,12e18343-fdb0-443b-b2df-89fa25c5271c,2,1528,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.925384998,krishna-ThinkPad-P14s-Gen-2a,0.8389728595234021,1,0.002263784408569336
1529,1,1,3,2,3,3,f50b202f8f6da5ba33e69bb88552474af0349789,ea3d3619-a41f-465f-8535-7b911c31cf01,2,1529,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.927660465,krishna-ThinkPad-P14s-Gen-2a,0.857030794648374,1,0.002317190170288086
1530,1,1,3,3,1,1,5ea801f0e5d2876153e75aa23c77c82befa68c32,60b4f0df-4991-43ef-91b8-a46b21c10997,2,1530,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.929989576,krishna-ThinkPad-P14s-Gen-2a,0.7849217502978422,1,0.0022592544555664062
1531,1,1,3,3,1,2,38d9b275ebb2ca7b080dde817e75b575748c13ba,d368624f-e760-4307-b6e4-e22104f8a3a7,2,1531,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.932261229,krishna-ThinkPad-P14s-Gen-2a,0.8070311528507845,1,0.00225830078125
1532,1,1,3,3,1,3,133903912adb6c70cab656017852960f49565dde,9aa017c6-7a48-41fa-ab29-bc65b7d6e300,2,1532,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.934531212,krishna-ThinkPad-P14s-Gen-2a,0.8298635720508064,1,0.002271890640258789
1533,1,1,3,3,2,1,51dc142c855b3d21f78fd79e8710452c435eaa6a,9c3dcab1-a063-4a4e-861c-55909726be43,2,1533,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.936815500,krishna-ThinkPad-P14s-Gen-2a,0.7847174969069654,1,0.0022776126861572266
1534,1,1,3,3,2,2,39e3fb3459708352fb380061808fa3a218039aaf,ac976524-061c-4835-a7a6-673fedfea4bc,2,1534,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.939106226,krishna-ThinkPad-P14s-Gen-2a,0.8068452175427663,1,0.0022814273834228516
1535,1,1,3,3,2,3,f538ed4897b32bc4c182eae883d515a5ff300194,674cfca8-826a-4550-af19-519ce4d4a7bb,2,1535,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.941400528,krishna-ThinkPad-P14s-Gen-2a,0.8297015918274696,1,0.0022668838500976562
1536,1,1,3,3,3,1,28717c59ed8df6492f754a3930a1f1327f29ea31,fba98ddc-7ae9-4144-8af5-8293c0f443e7,2,1536,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.943680048,krishna-ThinkPad-P14s-Gen-2a,0.7843780875399445,1,0.002420663833618164
1537,1,1,3,3,3,2,c8e175cbabb3d9af39fa3796fec1e4643461d9e9,e088cb4a-0a57-4431-b8b4-5b758f66bb8c,2,1537,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.946113348,krishna-ThinkPad-P14s-Gen-2a,0.8065361605221265,1,0.0022704601287841797
1538,1,1,3,3,3,3,57d5ed195a802bba309516bd3b61c829d98eb0e4,73266210-6a20-4111-b8bd-706477ab0d59,2,1538,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.948396683,krishna-ThinkPad-P14s-Gen-2a,0.8294322692477626,1,0.002296924591064453
1539,1,2,1,1,1,1,e5f66cc1cdef5b4ac2a21785a44f5a4d8511adcd,7da38447-533e-47dc-935a-a5c234f6bf49,2,1539,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.950706244,krishna-ThinkPad-P14s-Gen-2a,0.8154927796882758,1,0.0022864341735839844
1540,1,2,1,1,1,2,af16f5b32d76c78d9c704ebc617e94b29b8e854f,9916d454-a79a-4835-bbd4-3e1b1f77bbbd,2,1540,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.953005075,krishna-ThinkPad-P14s-Gen-2a,0.844348645702702,1,0.0022666454315185547
1541,1,2,1,1,1,3,ebb55472c7faad35655153f862b3e596f6210cb6,f987dbce-9e5d-4c0f-8ed0-5425c3883cd5,2,1541,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.955284119,krishna-ThinkPad-P14s-Gen-2a,0.8667938037978228,1,0.002290964126586914
1542,1,2,1,1,2,1,7e82d32cceb2f2a4d576f27d18adda0b1c4eaf78,2de0fe13-c970-42fb-b26c-e569f239a03c,2,1542,25d48a79-b05c-4119-a626-613d44aeaf30,calc,2023-12-19 04:44:51.957587719,krishna-ThinkPad-P14s-Gen-2a,0.8149917904546629,1,0.0022897720336914062
